Age,WorkClass,education,marritalStatus,Race,Gender,workhours,Incomebracket
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' State-gov',' Doctorate',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Local-gov',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Local-gov',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' 12th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Self-emp-inc',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' 10th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' 9th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Self-emp-not-inc',' 9th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' 12th',' Divorced',' Black',' Male',41_60,' >50K.'
30_41,' Local-gov',' Bachelors',' Married-civ-spouse',' Black',' Male',41_60,' >50K.'
42_54,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Black',' Male',41_60,' >50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' Black',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' Black',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' Asian-Pac-Islander',' Male',41_60,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' Asian-Pac-Islander',' Male',41_60,' >50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' Asian-Pac-Islander',' Male',41_60,' >50K.'
55_66,' Federal-gov',' Some-college',' Married-civ-spouse',' Amer-Indian-Eskimo',' Male',41_60,' >50K.'
42_54,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Federal-gov',' Assoc-voc',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Private',' Some-college',' Separated',' White',' Female',41_60,' >50K.'
30_41,' Private',' Masters',' Never-married',' White',' Female',41_60,' >50K.'
55_66,' Private',' Masters',' Divorced',' White',' Female',41_60,' >50K.'
30_41,' Private',' Bachelors',' Divorced',' White',' Female',41_60,' >50K.'
42_54,' Local-gov',' Doctorate',' Divorced',' White',' Female',41_60,' >50K.'
30_41,' Private',' Masters',' Divorced',' White',' Female',41_60,' >50K.'
30_41,' State-gov',' Bachelors',' Married-civ-spouse',' Black',' Female',41_60,' >50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' Asian-Pac-Islander',' Female',41_60,' >50K.'
55_66,' Self-emp-inc',' 10th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
42_54,' Private',' Prof-school',' Divorced',' White',' Female',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Self-emp-not-inc',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Self-emp-inc',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' 7th-8th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' 7th-8th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Assoc-acdm',' Never-married',' White',' Female',41_60,' >50K.'
30_41,' Local-gov',' Bachelors',' Never-married',' White',' Female',41_60,' >50K.'
42_54,' Private',' Bachelors',' Never-married',' Black',' Female',41_60,' >50K.'
42_54,' Private',' Bachelors',' Never-married',' Black',' Female',41_60,' >50K.'
42_54,' Federal-gov',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' State-gov',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Local-gov',' Some-college',' Divorced',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' State-gov',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',41_60,' >50K.'
42_54,' Private',' Bachelors',' Divorced',' White',' Female',41_60,' >50K.'
42_54,' Local-gov',' Bachelors',' Divorced',' Black',' Female',41_60,' >50K.'
42_54,' Local-gov',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Never-married',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Divorced',' White',' Male',41_60,' >50K.'
55_66,' Federal-gov',' Masters',' Divorced',' White',' Male',41_60,' >50K.'
42_54,' Federal-gov',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
67_78,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Doctorate',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Self-emp-not-inc',' Doctorate',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
55_66,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' Asian-Pac-Islander',' Male',41_60,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' Asian-Pac-Islander',' Male',41_60,' >50K.'
42_54,' Private',' Bachelors',' Separated',' White',' Female',41_60,' >50K.'
55_66,' Federal-gov',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Male',41_60,' >50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' 9th',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Self-emp-inc',' Doctorate',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
30_41,' Local-gov',' Masters',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',41_60,' >50K.'
42_54,' Private',' Some-college',' Married-spouse-absent',' White',' Male',22_40,' >50K.'
55_66,' Private',' Bachelors',' Widowed',' White',' Male',22_40,' >50K.'
30_41,' Private',' Assoc-voc',' Widowed',' White',' Female',22_40,' >50K.'
42_54,' Self-emp-inc',' Bachelors',' Separated',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' >50K.'
42_54,' Private',' Masters',' Separated',' White',' Male',22_40,' >50K.'
42_54,' Private',' Masters',' Divorced',' White',' Female',22_40,' >50K.'
0_29,' State-gov',' Some-college',' Divorced',' White',' Male',22_40,' >50K.'
55_66,' Private',' Doctorate',' Widowed',' White',' Male',22_40,' >50K.'
0_29,' Private',' HS-grad',' Never-married',' White',' Male',22_40,' >50K.'
0_29,' State-gov',' Bachelors',' Never-married',' White',' Female',22_40,' >50K.'
55_66,' Private',' Prof-school',' Widowed',' White',' Female',22_40,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Self-emp-inc',' Prof-school',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' Assoc-voc',' Married-civ-spouse',' Black',' Male',22_40,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Some-college',' Separated',' White',' Male',22_40,' >50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' >50K.'
67_78,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Federal-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' State-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Local-gov',' Assoc-acdm',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' Black',' Male',22_40,' >50K.'
30_41,' Private',' Assoc-acdm',' Married-civ-spouse',' Other',' Female',22_40,' >50K.'
30_41,' Federal-gov',' Bachelors',' Married-civ-spouse',' Asian-Pac-Islander',' Female',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' 11th',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' State-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Local-gov',' Prof-school',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' State-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' Black',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' Black',' Male',22_40,' >50K.'
42_54,' Federal-gov',' Masters',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
30_41,' Private',' Doctorate',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
42_54,' Local-gov',' Bachelors',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
30_41,' State-gov',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Local-gov',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Prof-school',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Federal-gov',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Self-emp-inc',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Federal-gov',' Bachelors',' Married-civ-spouse',' Black',' Male',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' Amer-Indian-Eskimo',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
42_54,' Local-gov',' Masters',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
42_54,' Without-pay',' HS-grad',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Local-gov',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Some-college',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
42_54,' Federal-gov',' HS-grad',' Married-civ-spouse',' Black',' Female',22_40,' >50K.'
30_41,' Private',' Masters',' Never-married',' White',' Male',22_40,' >50K.'
42_54,' Private',' 12th',' Widowed',' White',' Male',22_40,' >50K.'
42_54,' Private',' Prof-school',' Never-married',' White',' Male',22_40,' >50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' >50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' >50K.'
42_54,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' State-gov',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' 10th',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Assoc-acdm',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Local-gov',' Some-college',' Married-civ-spouse',' Amer-Indian-Eskimo',' Male',22_40,' >50K.'
0_29,' Local-gov',' Masters',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
30_41,' State-gov',' Masters',' Separated',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
0_29,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Doctorate',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Prof-school',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Prof-school',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Prof-school',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Assoc-voc',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Female',22_40,' >50K.'
55_66,' Private',' HS-grad',' Divorced',' White',' Female',22_40,' >50K.'
30_41,' Private',' Masters',' Never-married',' White',' Female',22_40,' >50K.'
42_54,' Private',' Bachelors',' Divorced',' White',' Female',22_40,' >50K.'
0_29,' State-gov',' Some-college',' Never-married',' Other',' Female',22_40,' >50K.'
30_41,' Private',' HS-grad',' Divorced',' Black',' Female',22_40,' >50K.'
30_41,' Private',' HS-grad',' Never-married',' Black',' Female',22_40,' >50K.'
42_54,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' >50K.'
0_29,' Private',' Bachelors',' Never-married',' White',' Male',22_40,' >50K.'
42_54,' Private',' Masters',' Divorced',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Divorced',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Never-married',' Amer-Indian-Eskimo',' Male',22_40,' >50K.'
30_41,' Self-emp-inc',' Masters',' Never-married',' White',' Female',22_40,' >50K.'
67_78,' Self-emp-inc',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' Asian-Pac-Islander',' Male',22_40,' >50K.'
67_78,' State-gov',' Some-college',' Widowed',' Black',' Male',22_40,' >50K.'
42_54,' Federal-gov',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Private',' HS-grad',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' State-gov',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Masters',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
30_41,' Private',' Bachelors',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
42_54,' Federal-gov',' Assoc-acdm',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Self-emp-inc',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Private',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
55_66,' Federal-gov',' Some-college',' Married-civ-spouse',' White',' Male',22_40,' >50K.'
